Extension,File_Size,Entropy,Mime_Type,Is_Executable,Threat
gif,13438,2.19,image/gif,0,Benign
jpg,7128744,2.31,image/jpeg,0,Benign
xlsx,115682,1.46,application/vnd.ms-excel.sheet,0,Benign
png,2590610,5.68,image/png,0,Benign
vbs,33605393,6.18,text/plain,1,Malware
iso,47368541,5.04,application/x-iso9660-image,0,Suspicious
js,34411012,6.72,application/javascript,1,Malware
pptm,31076648,3.98,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
gif,2159193,2.12,image/gif,0,Benign
docx,184730,4.46,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
jpg,1788120,3.69,image/jpeg,0,Benign
xlsm,17429558,6.09,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
txt,2215276,3.21,text/plain,0,Benign
zip,24080150,5.97,application/zip,0,Suspicious
pdf,3408805,2.54,application/pdf,0,Benign
pptx,425403,2.99,application/vnd.ms-powerpoint,0,Benign
docm,50724565,4.93,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pdf,865658,4.26,application/pdf,0,Benign
jpg,2447028,3.8,image/jpeg,0,Benign
xlsx,3220868,4.6,application/vnd.ms-excel.sheet,0,Benign
dll,4646893,5.87,application/x-msdownload,1,Malware
zip,37600729,5.06,application/zip,0,Suspicious
ps1,2804712,6.55,text/plain,1,Malware
txt,1197670,2.11,text/plain,0,Benign
ps1,7428046,6.48,text/plain,1,Malware
png,600707,4.35,image/png,0,Benign
xlsx,715596,1.57,application/vnd.ms-excel.sheet,0,Benign
apk,20254626,7.97,application/vnd.android.package-archive,1,Malware
xlsx,3984933,2.38,application/vnd.ms-excel.sheet,0,Benign
txt,6525877,3.07,text/plain,0,Benign
zip,62145542,6.13,application/zip,0,Suspicious
rar,79769588,7.16,application/x-rar-compressed,0,Suspicious
ps1,3790993,7.31,text/plain,1,Malware
txt,6821535,1.26,text/plain,0,Benign
apk,4396707,7.5,application/vnd.android.package-archive,1,Malware
png,7097063,4.29,image/png,0,Benign
zip,75494449,5.73,application/zip,0,Suspicious
7z,66670836,5.6,application/x-7z-compressed,0,Suspicious
js,3828621,6.57,application/javascript,1,Malware
pdf,1648842,3.36,application/pdf,0,Benign
scr,24087048,6.69,application/x-dosexec,1,Malware
png,5594772,4.29,image/png,0,Benign
docm,35249437,6.72,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jpg,293093,5.44,image/jpeg,0,Benign
ps1,4318934,6.97,text/plain,1,Malware
dll,40255137,5.9,application/x-msdownload,1,Malware
pdf,7068172,2.86,application/pdf,0,Benign
png,7684744,2.21,image/png,0,Benign
scr,31917709,5.13,application/x-dosexec,1,Malware
jar,15902349,6.77,application/java-archive,1,Malware
scr,49813762,7.63,application/x-dosexec,1,Malware
scr,46559278,6.25,application/x-dosexec,1,Malware
xlsm,15038590,5.72,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
png,2411746,2.47,image/png,0,Benign
pptx,6076920,5.73,application/vnd.ms-powerpoint,0,Benign
csv,3578386,1.61,text/csv,0,Benign
vbs,40311202,6.93,text/plain,1,Malware
pptm,20354320,4.67,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
ps1,11871903,7.48,text/plain,1,Malware
png,1373694,3.93,image/png,0,Benign
xlsx,6511133,3.88,application/vnd.ms-excel.sheet,0,Benign
jpg,3481243,4,image/jpeg,0,Benign
txt,1734952,4.46,text/plain,0,Benign
xlsm,55910846,4.97,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docx,2179812,3.23,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptx,4290335,3.67,application/vnd.ms-powerpoint,0,Benign
jar,13478773,6.72,application/java-archive,1,Malware
exe,45614342,6,application/x-dosexec,1,Malware
zip,92276,6.39,application/zip,0,Suspicious
zip,62684283,5.23,application/zip,0,Suspicious
docm,22047909,5.85,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,8173243,5.3,application/javascript,1,Malware
pdf,760798,1.21,application/pdf,0,Benign
zip,17812528,4.04,application/zip,0,Suspicious
xlsx,488024,4.17,application/vnd.ms-excel.sheet,0,Benign
pptm,25434100,5.81,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
docx,4853934,2.68,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
apk,7997366,7.94,application/vnd.android.package-archive,1,Malware
docm,73872879,7.25,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
png,5124891,4.74,image/png,0,Benign
jar,2790172,5.92,application/java-archive,1,Malware
xlsm,53459230,5.21,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptx,2896373,1.91,application/vnd.ms-powerpoint,0,Benign
txt,861503,2.65,text/plain,0,Benign
docx,1127273,2.66,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
vbs,40816164,5.99,text/plain,1,Malware
docm,62563158,4.27,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptx,505962,2.35,application/vnd.ms-powerpoint,0,Benign
txt,7264377,2.79,text/plain,0,Benign
jpg,7333280,4.61,image/jpeg,0,Benign
iso,30911399,7.24,application/x-iso9660-image,0,Suspicious
xlsm,54369652,5.05,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptx,3360654,1.45,application/vnd.ms-powerpoint,0,Benign
csv,1938743,4.42,text/csv,0,Benign
pptx,3535691,2.68,application/vnd.ms-powerpoint,0,Benign
pdf,1613084,4.41,application/pdf,0,Benign
js,41868499,7.31,application/javascript,1,Malware
scr,28817135,6.13,application/x-dosexec,1,Malware
iso,76014166,7.25,application/x-iso9660-image,0,Suspicious
txt,6410594,2.85,text/plain,0,Benign
rar,14129103,6.54,application/x-rar-compressed,0,Suspicious
gif,5052975,2.32,image/gif,0,Benign
csv,6784492,3.7,text/csv,0,Benign
jar,4133776,7.34,application/java-archive,1,Malware
exe,12217368,5.03,application/x-dosexec,1,Malware
xlsx,6298932,4.63,application/vnd.ms-excel.sheet,0,Benign
pptx,2505648,2.44,application/vnd.ms-powerpoint,0,Benign
csv,4655017,4.61,text/csv,0,Benign
docm,14806630,5.59,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,4042568,2.81,application/vnd.ms-excel.sheet,0,Benign
scr,14290137,7.24,application/x-dosexec,1,Malware
pptx,6846776,4.57,application/vnd.ms-powerpoint,0,Benign
xlsm,67436292,6.8,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
rar,52455004,4.52,application/x-rar-compressed,0,Suspicious
vbs,8024649,5.97,text/plain,1,Malware
pptx,6945960,4.51,application/vnd.ms-powerpoint,0,Benign
txt,6468407,2.25,text/plain,0,Benign
js,49220,6.16,application/javascript,1,Malware
7z,73345704,5.19,application/x-7z-compressed,0,Suspicious
apk,40731365,7.33,application/vnd.android.package-archive,1,Malware
docx,2210696,3.64,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
png,2183957,5.79,image/png,0,Benign
vbs,37346765,6.62,text/plain,1,Malware
png,5493972,2.52,image/png,0,Benign
pdf,4389216,2.74,application/pdf,0,Benign
scr,20967189,7.62,application/x-dosexec,1,Malware
gif,4633769,4,image/gif,0,Benign
csv,3065233,3.61,text/csv,0,Benign
pptx,2052101,3.8,application/vnd.ms-powerpoint,0,Benign
dll,43790743,5.08,application/x-msdownload,1,Malware
docm,36058550,4.59,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
pptx,3029281,2.73,application/vnd.ms-powerpoint,0,Benign
iso,9624197,4.94,application/x-iso9660-image,0,Suspicious
csv,2382061,2.84,text/csv,0,Benign
ps1,18980901,5.4,text/plain,1,Malware
pdf,2691737,4.06,application/pdf,0,Benign
iso,67942930,4.83,application/x-iso9660-image,0,Suspicious
png,1312608,2.51,image/png,0,Benign
bat,15660371,7.86,text/plain,1,Malware
txt,5585140,2.3,text/plain,0,Benign
pptx,6637648,5.29,application/vnd.ms-powerpoint,0,Benign
js,45790011,5.84,application/javascript,1,Malware
png,7679242,2,image/png,0,Benign
jar,18802013,7.3,application/java-archive,1,Malware
exe,39040285,7.67,application/x-dosexec,1,Malware
ps1,32547866,6.62,text/plain,1,Malware
jar,9605882,7.88,application/java-archive,1,Malware
pdf,226404,4.54,application/pdf,0,Benign
bat,34187305,6.45,text/plain,1,Malware
apk,42682613,5.11,application/vnd.android.package-archive,1,Malware
iso,60801870,6.86,application/x-iso9660-image,0,Suspicious
apk,18892976,7.77,application/vnd.android.package-archive,1,Malware
vbs,21838685,5.3,text/plain,1,Malware
pptx,7898841,3.13,application/vnd.ms-powerpoint,0,Benign
dll,13732958,6.86,application/x-msdownload,1,Malware
gif,6308488,2.28,image/gif,0,Benign
7z,17926097,7.35,application/x-7z-compressed,0,Suspicious
xlsm,77170597,6.54,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,186888,4.66,image/gif,0,Benign
pptm,19025331,5.97,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptx,1460045,4.37,application/vnd.ms-powerpoint,0,Benign
js,16570395,6.76,application/javascript,1,Malware
pptm,51572837,5.24,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
txt,1000639,3.01,text/plain,0,Benign
7z,16223131,6.04,application/x-7z-compressed,0,Suspicious
docx,2299596,2.45,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,26199587,6.72,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
ps1,23379978,7.35,text/plain,1,Malware
7z,74825065,4.04,application/x-7z-compressed,0,Suspicious
txt,7188994,3.8,text/plain,0,Benign
docx,102287,1.82,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
ps1,2157493,5.87,text/plain,1,Malware
iso,61377310,5.42,application/x-iso9660-image,0,Suspicious
scr,16915964,5.26,application/x-dosexec,1,Malware
vbs,11095284,7.04,text/plain,1,Malware
jar,15934761,5.28,application/java-archive,1,Malware
zip,410313,6.95,application/zip,0,Suspicious
bat,43235856,6.05,text/plain,1,Malware
png,4492548,2.65,image/png,0,Benign
docm,28479297,5.89,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsm,75766815,6.85,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
dll,26981293,6.96,application/x-msdownload,1,Malware
apk,19840170,6.82,application/vnd.android.package-archive,1,Malware
pptx,5262610,5.29,application/vnd.ms-powerpoint,0,Benign
txt,3372578,2.47,text/plain,0,Benign
gif,5737817,4.62,image/gif,0,Benign
pptx,1774040,2.95,application/vnd.ms-powerpoint,0,Benign
pdf,5489181,4.9,application/pdf,0,Benign
vbs,26046535,6.78,text/plain,1,Malware
xlsm,43260882,6.27,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jar,9017989,6.81,application/java-archive,1,Malware
js,20531093,6.66,application/javascript,1,Malware
xlsm,15297748,5.07,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
dll,4264572,6.23,application/x-msdownload,1,Malware
exe,21838351,6.13,application/x-dosexec,1,Malware
pdf,683347,5.16,application/pdf,0,Benign
jar,10892899,6.95,application/java-archive,1,Malware
dll,13417155,6.25,application/x-msdownload,1,Malware
apk,17908576,5.26,application/vnd.android.package-archive,1,Malware
7z,56640973,4.96,application/x-7z-compressed,0,Suspicious
exe,9734311,5.91,application/x-dosexec,1,Malware
gif,6531388,3.06,image/gif,0,Benign
apk,3195015,7.48,application/vnd.android.package-archive,1,Malware
pptx,4101620,1.58,application/vnd.ms-powerpoint,0,Benign
pptx,7419743,3.46,application/vnd.ms-powerpoint,0,Benign
docx,426275,2.95,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
png,3815059,3.47,image/png,0,Benign
jar,312149,5.19,application/java-archive,1,Malware
gif,1036201,3.68,image/gif,0,Benign
zip,30122517,4.33,application/zip,0,Suspicious
iso,4382705,5.38,application/x-iso9660-image,0,Suspicious
jar,38208592,6.36,application/java-archive,1,Malware
jar,46100857,6.37,application/java-archive,1,Malware
xlsx,1489093,5.98,application/vnd.ms-excel.sheet,0,Benign
pptm,10561874,6.53,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptm,36813500,4.58,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pptm,62609968,6.41,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
csv,4765219,4.96,text/csv,0,Benign
7z,43077903,6.81,application/x-7z-compressed,0,Suspicious
pptm,24444819,5.22,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,1526117,1.72,image/png,0,Benign
xlsm,36371190,7.14,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
scr,8601158,4.96,application/x-dosexec,1,Malware
bat,46946911,7.54,text/plain,1,Malware
gif,6905137,3.74,image/gif,0,Benign
dll,7242259,5.76,application/x-msdownload,1,Malware
pdf,3030404,1.48,application/pdf,0,Benign
txt,271731,2.16,text/plain,0,Benign
pptx,258075,1.45,application/vnd.ms-powerpoint,0,Benign
7z,28224189,6.05,application/x-7z-compressed,0,Suspicious
exe,5401924,5.38,application/x-dosexec,1,Malware
vbs,29468733,6.77,text/plain,1,Malware
png,5030918,4.09,image/png,0,Benign
apk,19310938,7.35,application/vnd.android.package-archive,1,Malware
zip,63683985,7.07,application/zip,0,Suspicious
jar,46945594,6.63,application/java-archive,1,Malware
exe,6684504,7.28,application/x-dosexec,1,Malware
xlsm,41062630,5.72,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
zip,53720878,4.52,application/zip,0,Suspicious
txt,1904867,1.88,text/plain,0,Benign
docx,2672435,4.6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
png,5887991,2.23,image/png,0,Benign
iso,14291161,5.04,application/x-iso9660-image,0,Suspicious
docx,3234476,2.46,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,26529172,7.41,application/x-dosexec,1,Malware
xlsx,7707220,1.91,application/vnd.ms-excel.sheet,0,Benign
csv,3432097,3.14,text/csv,0,Benign
xlsm,26775631,5.31,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
exe,2928185,6.14,application/x-dosexec,1,Malware
docx,2730431,3.93,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,601937,6.01,application/x-dosexec,1,Malware
exe,8767797,7.33,application/x-dosexec,1,Malware
scr,48869803,6.71,application/x-dosexec,1,Malware
rar,41220371,6.62,application/x-rar-compressed,0,Suspicious
pptx,2061592,1.93,application/vnd.ms-powerpoint,0,Benign
pptm,57458939,4.55,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
exe,14747930,5.46,application/x-dosexec,1,Malware
rar,40078214,4.76,application/x-rar-compressed,0,Suspicious
xlsx,221497,2.43,application/vnd.ms-excel.sheet,0,Benign
js,14802991,6.02,application/javascript,1,Malware
jar,26315503,6.97,application/java-archive,1,Malware
xlsx,4659679,1.96,application/vnd.ms-excel.sheet,0,Benign
dll,1713909,6.19,application/x-msdownload,1,Malware
gif,741213,2.36,image/gif,0,Benign
txt,6985725,2.91,text/plain,0,Benign
zip,9339244,6.04,application/zip,0,Suspicious
pptm,55662271,4.74,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jar,15360044,6.95,application/java-archive,1,Malware
ps1,40450644,7.73,text/plain,1,Malware
zip,65473086,4.22,application/zip,0,Suspicious
dll,275432,6.01,application/x-msdownload,1,Malware
docx,5534662,4.51,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pdf,553187,4.25,application/pdf,0,Benign
jar,30340835,7.87,application/java-archive,1,Malware
xlsm,19321313,6.34,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jpg,3227327,3.94,image/jpeg,0,Benign
xlsx,7046603,5.36,application/vnd.ms-excel.sheet,0,Benign
iso,39343481,4.41,application/x-iso9660-image,0,Suspicious
docx,4352280,2.38,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,36654377,5.72,application/x-msdownload,1,Malware
docm,4583121,6.57,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
iso,41669749,4.91,application/x-iso9660-image,0,Suspicious
xlsm,8089346,4.03,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
exe,43314176,6.13,application/x-dosexec,1,Malware
docm,16914243,5.17,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,4647395,5.01,application/vnd.ms-excel.sheet,0,Benign
txt,6003494,1.63,text/plain,0,Benign
pptx,6141529,4.24,application/vnd.ms-powerpoint,0,Benign
bat,4430746,6.09,text/plain,1,Malware
jar,37680573,7.09,application/java-archive,1,Malware
docx,6954567,4.23,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,38774280,5.11,application/x-dosexec,1,Malware
iso,38743369,5.3,application/x-iso9660-image,0,Suspicious
iso,32953507,7.12,application/x-iso9660-image,0,Suspicious
scr,29120377,6,application/x-dosexec,1,Malware
docm,7198389,4.56,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
xlsx,4345586,2.72,application/vnd.ms-excel.sheet,0,Benign
csv,2714677,2.77,text/csv,0,Benign
scr,12073820,7.28,application/x-dosexec,1,Malware
png,2881599,5.1,image/png,0,Benign
xlsx,3261816,2.27,application/vnd.ms-excel.sheet,0,Benign
pptm,47133444,5.29,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jpg,2075946,4.07,image/jpeg,0,Benign
dll,49268864,5.69,application/x-msdownload,1,Malware
xlsx,3472935,2.47,application/vnd.ms-excel.sheet,0,Benign
gif,7349461,1.67,image/gif,0,Benign
scr,32910540,7.95,application/x-dosexec,1,Malware
png,7565486,2.73,image/png,0,Benign
pptm,20478196,4.19,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
gif,4361157,1.28,image/gif,0,Benign
docm,16535870,7.35,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
scr,7187521,7.12,application/x-dosexec,1,Malware
bat,26157757,5.98,text/plain,1,Malware
xlsm,36291249,4.43,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsx,6359674,3.44,application/vnd.ms-excel.sheet,0,Benign
pptm,52493644,4.27,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
apk,12109083,6.07,application/vnd.android.package-archive,1,Malware
docx,5755169,4.74,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsm,19075725,4.72,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
apk,16070768,7.47,application/vnd.android.package-archive,1,Malware
pptx,1761133,3.41,application/vnd.ms-powerpoint,0,Benign
pptx,7202060,2.23,application/vnd.ms-powerpoint,0,Benign
iso,62468202,4.18,application/x-iso9660-image,0,Suspicious
apk,32654706,5.38,application/vnd.android.package-archive,1,Malware
vbs,4434152,7.81,text/plain,1,Malware
docm,79144995,5.81,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,29121600,5.81,application/zip,0,Suspicious
vbs,19120279,7.65,text/plain,1,Malware
js,21661478,7.06,application/javascript,1,Malware
png,3757977,2.56,image/png,0,Benign
txt,1334492,2.55,text/plain,0,Benign
xlsx,2587916,4.01,application/vnd.ms-excel.sheet,0,Benign
jar,18899580,6.82,application/java-archive,1,Malware
apk,19884129,5.9,application/vnd.android.package-archive,1,Malware
exe,21500088,7.49,application/x-dosexec,1,Malware
bat,12454904,6.12,text/plain,1,Malware
docm,56588065,7.5,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,79602016,7.06,application/zip,0,Suspicious
pdf,3646084,5.16,application/pdf,0,Benign
xlsm,26790313,5.49,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
docm,42851296,7.22,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
exe,2858934,7.23,application/x-dosexec,1,Malware
jar,24324222,7.16,application/java-archive,1,Malware
ps1,3137550,6.93,text/plain,1,Malware
exe,30253391,5.39,application/x-dosexec,1,Malware
pptm,69728531,5.96,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
dll,8420268,6.19,application/x-msdownload,1,Malware
docx,3541625,2.05,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,38862436,4.47,application/x-rar-compressed,0,Suspicious
pptm,19273924,7.17,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
js,22190646,6.02,application/javascript,1,Malware
xlsx,3066985,5.25,application/vnd.ms-excel.sheet,0,Benign
docm,3673554,7.09,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,3860839,6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
js,36173080,6.18,application/javascript,1,Malware
scr,49758008,7.67,application/x-dosexec,1,Malware
csv,1953936,2.76,text/csv,0,Benign
rar,29238094,5.89,application/x-rar-compressed,0,Suspicious
dll,21528134,7.19,application/x-msdownload,1,Malware
pptx,7149310,4.59,application/vnd.ms-powerpoint,0,Benign
xlsx,101158,1.73,application/vnd.ms-excel.sheet,0,Benign
xlsx,2937210,3.26,application/vnd.ms-excel.sheet,0,Benign
scr,39515229,7.96,application/x-dosexec,1,Malware
gif,1300178,4.59,image/gif,0,Benign
png,1553968,2.69,image/png,0,Benign
pptx,4625080,1.65,application/vnd.ms-powerpoint,0,Benign
pdf,6675686,3.05,application/pdf,0,Benign
zip,67571873,5.58,application/zip,0,Suspicious
vbs,16377068,6.35,text/plain,1,Malware
zip,73667831,5.71,application/zip,0,Suspicious
iso,29259178,6.44,application/x-iso9660-image,0,Suspicious
rar,66062531,4.54,application/x-rar-compressed,0,Suspicious
xlsx,5581729,1.26,application/vnd.ms-excel.sheet,0,Benign
txt,292628,3.5,text/plain,0,Benign
xlsm,45693490,5.11,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
ps1,49099985,6.76,text/plain,1,Malware
jpg,3670789,3.57,image/jpeg,0,Benign
vbs,10339200,6.53,text/plain,1,Malware
gif,18309,4.7,image/gif,0,Benign
vbs,2459455,6.1,text/plain,1,Malware
ps1,17829100,7.22,text/plain,1,Malware
jpg,6501677,2.7,image/jpeg,0,Benign
gif,2019608,2.64,image/gif,0,Benign
xlsx,7972276,2.91,application/vnd.ms-excel.sheet,0,Benign
ps1,14357092,6.34,text/plain,1,Malware
pdf,2016169,2.84,application/pdf,0,Benign
exe,8981117,7.37,application/x-dosexec,1,Malware
xlsm,46778533,3.93,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jpg,3902478,2.05,image/jpeg,0,Benign
xlsx,7688682,4.02,application/vnd.ms-excel.sheet,0,Benign
xlsm,15792959,7.22,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsx,7888979,1.57,application/vnd.ms-excel.sheet,0,Benign
7z,37046454,4.24,application/x-7z-compressed,0,Suspicious
dll,36909329,7.94,application/x-msdownload,1,Malware
pptm,8323080,5.69,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
csv,4903826,4.71,text/csv,0,Benign
docx,3074561,2.45,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,23299948,6.78,application/x-rar-compressed,0,Suspicious
jpg,2418815,2.25,image/jpeg,0,Benign
png,6664626,1.28,image/png,0,Benign
csv,3794673,3.03,text/csv,0,Benign
7z,35467865,7.1,application/x-7z-compressed,0,Suspicious
pdf,1355933,4.67,application/pdf,0,Benign
ps1,99596,5.51,text/plain,1,Malware
js,5533183,6.52,application/javascript,1,Malware
jpg,3410143,1.7,image/jpeg,0,Benign
dll,14795857,5.51,application/x-msdownload,1,Malware
iso,75760483,6.52,application/x-iso9660-image,0,Suspicious
png,2670406,4.58,image/png,0,Benign
js,21635879,5.85,application/javascript,1,Malware
bat,36146153,7.54,text/plain,1,Malware
7z,17483481,6.31,application/x-7z-compressed,0,Suspicious
xlsx,5105533,1.48,application/vnd.ms-excel.sheet,0,Benign
pdf,4666552,3.1,application/pdf,0,Benign
ps1,29650028,6.59,text/plain,1,Malware
png,7397428,4.66,image/png,0,Benign
pdf,2517721,1.28,application/pdf,0,Benign
bat,44350627,6.42,text/plain,1,Malware
xlsm,5455637,5.82,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
gif,395350,4.16,image/gif,0,Benign
gif,6772164,2.5,image/gif,0,Benign
dll,43244438,5.9,application/x-msdownload,1,Malware
docx,93846,3.31,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
gif,2332157,4.21,image/gif,0,Benign
xlsm,25825774,6.34,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsx,1278643,1.74,application/vnd.ms-excel.sheet,0,Benign
7z,4778954,7.1,application/x-7z-compressed,0,Suspicious
jar,3604784,6.54,application/java-archive,1,Malware
gif,7711540,3.95,image/gif,0,Benign
js,19284953,6.49,application/javascript,1,Malware
csv,71743,1.34,text/csv,0,Benign
docm,38726063,6.25,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
ps1,39346488,5.91,text/plain,1,Malware
txt,3934690,2.4,text/plain,0,Benign
rar,31010484,7.38,application/x-rar-compressed,0,Suspicious
png,4054965,2.54,image/png,0,Benign
csv,6880974,3.76,text/csv,0,Benign
jar,3695478,7.08,application/java-archive,1,Malware
pptm,58217973,7.38,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pdf,1063060,3.11,application/pdf,0,Benign
bat,41108317,7.58,text/plain,1,Malware
exe,27973954,6.84,application/x-dosexec,1,Malware
iso,24304136,4.48,application/x-iso9660-image,0,Suspicious
gif,144510,2.04,image/gif,0,Benign
iso,39216585,6.65,application/x-iso9660-image,0,Suspicious
docm,11076693,6.02,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
zip,12120030,4.64,application/zip,0,Suspicious
csv,2436507,1.54,text/csv,0,Benign
png,5052503,3.7,image/png,0,Benign
exe,23198818,6.66,application/x-dosexec,1,Malware
dll,45692048,7.86,application/x-msdownload,1,Malware
xlsm,72672398,6.55,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptm,39885451,4.76,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
pdf,5684115,3.17,application/pdf,0,Benign
gif,577825,1.65,image/gif,0,Benign
exe,19087533,6.63,application/x-dosexec,1,Malware
7z,58661625,5.37,application/x-7z-compressed,0,Suspicious
scr,28881268,7.35,application/x-dosexec,1,Malware
pptm,56173303,5.34,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
iso,2658580,4.54,application/x-iso9660-image,0,Suspicious
js,41047111,6.01,application/javascript,1,Malware
apk,30430046,7.22,application/vnd.android.package-archive,1,Malware
csv,6688915,1.52,text/csv,0,Benign
docx,3941931,4.31,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
xlsx,1473707,1.73,application/vnd.ms-excel.sheet,0,Benign
vbs,38259298,6.41,text/plain,1,Malware
js,39734750,6.52,application/javascript,1,Malware
bat,24321355,7.58,text/plain,1,Malware
bat,49493644,5,text/plain,1,Malware
png,6787527,3.94,image/png,0,Benign
pptm,34686791,4.75,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
iso,4767605,5.14,application/x-iso9660-image,0,Suspicious
txt,6377814,3.34,text/plain,0,Benign
apk,19174757,6.95,application/vnd.android.package-archive,1,Malware
apk,11742571,5.68,application/vnd.android.package-archive,1,Malware
xlsx,5553724,2.24,application/vnd.ms-excel.sheet,0,Benign
iso,51338279,5.02,application/x-iso9660-image,0,Suspicious
7z,76954386,6.88,application/x-7z-compressed,0,Suspicious
jar,8390692,7.88,application/java-archive,1,Malware
